WaveLength,Module1,Min%, Max%, Modue2,Min%, Max%
777,281.0375,-5.00,5.00,452.6613,-5.00,5.00,
778,282.2337,-5.00,5.00,454.0583,-5.00,5.00,
779,282.4530,-5.00,5.00,456.2302,-5.00,5.00,
780,282.9140,-5.00,5.00,457.7802,-5.00,5.00,
781,282.8689,-5.00,5.00,458.8419,-5.00,5.00,
782,281.7533,-5.00,5.00,457.3257,-5.00,5.00,
783,280.8086,-5.00,5.00,454.7759,-5.00,5.00,
784,278.7382,-5.00,5.00,451.8145,-5.00,5.00,
785,277.0158,-5.00,5.00,448.8768,-5.00,5.00,
786,274.9836,-5.00,5.00,444.9388,-5.00,5.00,
787,272.7799,-5.00,5.00,438.7608,-5.00,5.00,
788,269.2673,-5.00,5.00,435.6451,-5.00,5.00,
789,267.1816,-5.00,5.00,432.0170,-5.00,5.00,
790,263.8213,-5.00,5.00,419.6177,-5.00,5.00,
791,251.6609,-5.00,5.00,410.5243,-5.00,5.00,
792,245.9008,-5.00,5.00,400.8922,-5.00,5.00,
793,240.1840,-5.00,5.00,390.6347,-5.00,5.00,
794,233.7455,-5.00,5.00,371.2630,-5.00,5.00,
795,223.5242,-5.00,5.00,363.4595,-5.00,5.00,
796,219.6660,-5.00,5.00,357.5748,-5.00,5.00,
797,216.8646,-5.00,5.00,352.0936,-5.00,5.00,
798,214.3471,-5.00,5.00,343.1787,-5.00,5.00,
799,209.8543,-5.00,5.00,339.9944,-5.00,5.00,
800,208.2905,-5.00,5.00,337.7311,-5.00,5.00,
801,208.0412,-5.00,5.00,337.1628,-5.00,5.00,
802,210.2040,-5.00,5.00,337.6642,-5.00,5.00,
803,211.3306,-5.00,5.00,339.4883,-5.00,5.00,
804,213.1237,-5.00,5.00,343.1691,-5.00,5.00,
805,216.2272,-5.00,5.00,353.0573,-5.00,5.00,
806,224.0577,-5.00,5.00,358.3951,-5.00,5.00,
807,227.1810,-5.00,5.00,363.9697,-5.00,5.00,
808,229.0291,-5.00,5.00,372.1875,-5.00,5.00,
809,230.8412,-5.00,5.00,373.3075,-5.00,5.00,
810,229.7747,-5.00,5.00,371.0629,-5.00,5.00,
811,225.5729,-5.00,5.00,365.3571,-5.00,5.00,
812,219.4138,-5.00,5.00,345.6704,-5.00,5.00,
813,202.4637,-5.00,5.00,332.4776,-5.00,5.00,
814,193.6284,-5.00,5.00,318.1840,-5.00,5.00,
815,184.2730,-5.00,5.00,287.4602,-5.00,5.00,
816,166.3772,-5.00,5.00,273.7046,-5.00,5.00,
817,159.1682,-5.00,5.00,261.5694,-5.00,5.00,
818,154.5939,-5.00,5.00,253.4447,-5.00,5.00,
819,152.5599,-5.00,5.00,247.4114,-5.00,5.00,
820,160.4270,-5.00,5.00,255.2744,-5.00,5.00,
821,178.4170,-5.00,5.00,280.3968,-5.00,5.00,
822,207.4745,-5.00,5.00,377.6481,-5.00,5.00,
823,257.9753,-5.00,5.00,411.7215,-5.00,5.00,
824,255.0045,-5.00,5.00,421.0542,-5.00,5.00,
825,235.3691,-5.00,5.00,398.4635,-5.00,5.00,
826,213.2305,-5.00,5.00,334.9565,-5.00,5.00,
827,190.5443,-5.00,5.00,317.7822,-5.00,5.00,
